Date,nifty_open,nifty_high,nifty_low,volume,inr_close,bond_price,gold_close,oil_close,oil_Volume,nifty_close,year,month,day
2007-09-17,0.1116211406172855,0.1113416764280846,0.1247472413038911,0.0,0.02890324737962513,0.5644569816643161,0.03343418972463633,0.4817309410176823,0.09922874081244301,4494.649902,0.0,9,17
2007-09-18,0.1102378363105439,0.1114975973183313,0.1246745055711846,0.0,0.02529597472991252,0.5644569816643161,0.03264653916492488,0.4836874229756821,0.08443712009658376,4546.200195,0.0,9,18
2007-09-19,0.1134276552775778,0.1221115686124233,0.1285174540607951,0.0,0.02114764988461681,0.5613540197461211,0.03344774750898219,0.4838300466848822,0.06905212004747034,4732.350098,0.0,9,19
2007-09-20,0.123914599563192,0.1233504365150188,0.1380772452704924,0.0,0.01172365761260696,0.5579689703808184,0.03420564398453693,0.4854649565768369,0.08200511315284005,4747.549805,0.0,9,20
2007-09-21,0.1249428477107266,0.1287282952656459,0.1387792830089372,0.0,0.01521817880334486,0.5619181946403387,0.03471285758203169,0.4811696472259031,0.07907482830397096,4837.549805,0.0,9,21
2007-09-24,0.1297261476425285,0.1335731659517398,0.144566048174106,0.0,0.007575246763147248,0.5658674188998589,0.03319746131546034,0.4769219401386704,0.06798323357357233,4932.200195,0.0,9,24
2007-09-25,0.1355178348460719,0.134296071897429,0.146859504372797,0.0,0.01273816273088668,0.5791255289139634,0.03421408062336745,0.4739550002095121,0.08979003569205711,4938.850098,0.0,9,25
2007-09-26,0.1354326213678623,0.1358241077347536,0.1497794766432625,0.0,0.01212942525825322,0.5791255289139634,0.0331787482351899,0.476182997549078,0.1310796824951757,4940.5,0.0,9,26
2007-09-27,0.1357223527042467,0.1378397284939446,0.1504703158266548,0.0,0.01258034508998784,0.5791255289139634,0.03447884952293143,0.484343396026374,0.1090232949385502,5000.549805,0.0,9,27
2007-09-28,0.1387758356734256,0.140073644112633,0.1534769809651827,0.0,0.01082181794913784,0.5777150916784202,0.0368347376151246,0.480044047503476,0.1097823204212681,5021.350098,0.0,9,28
2007-10-01,0.1401988896817745,0.1419730440483654,0.1537510715239225,0.0,0.01291851346274775,0.5763046544428774,0.001516953045333641,0.394535099487402,0.1044740533836017,5068.950195,0.0,10,1
2007-10-04,0.1510011127022032,0.1501263057582906,0.160726518255486,0.0,0.002727966077205712,0.5737658674188999,0.01711947757630963,0.4168551642864601,0.08617439548085157,5208.649902,0.0,10,4
2007-10-05,0.1508022812530474,0.151002281056287,0.1628773435741111,0.0,0.006989042381476018,0.5765867418899859,0.01490936621923583,0.4175262152745448,0.09307081171971064,5185.850098,0.0,10,5
2007-10-08,0.1495581700384672,0.1510448049354453,0.1550600142139387,0.0,0.00579418653133501,0.5830747531734837,0.01607427006021733,0.4471224878232198,0.07954497761767797,5085.100098,0.0,10,8
2007-10-09,0.1425365738667119,0.1566806584989608,0.153728701767478,0.0,0.001352673491039846,0.5844851904090269,0.02405246001999709,0.4645279897336488,0.1108016469960004,5327.25,0.0,10,9
2007-10-10,0.157619359509819,0.1626907000866513,0.1720315846023325,0.0,0.001803593322774244,0.5805359661495062,0.03414472559095669,0.476371286750073,0.09627434574235817,5441.450195,0.0,10,10
2007-10-12,0.1688192454853684,0.1680543565987201,0.1761961763952584,0.0,0.0,0.5751763046544431,0.05183237368309479,0.4960013180066223,0.1071949364963562,5428.25,0.0,10,12
2007-10-15,0.1633116309887844,0.1756151078128008,0.1771638920713545,0.0,0.003178885908940332,0.5777150916784202,0.03896166444220175,0.4916435064339719,0.08489387484294869,5670.399902,0.0,10,15
2007-10-16,0.1770764370343546,0.1770722705181951,0.1860328713953819,0.0,0.001352673491039846,0.5757404795486603,0.03851298066908662,0.4956465562153536,0.1304581745705032,5668.049805,0.0,10,16
2007-10-17,0.1764089314550457,0.1742685183061249,0.1596776815792553,0.0,0.008477086426616376,0.5791255289139634,0.04029386804794366,0.4971697847959097,0.1229487336329549,5559.299805,0.0,10,17
2007-10-18,0.170284933955607,0.1786853263882669,0.1687592141724928,0.0,0.01037089811740322,0.5765867418899859,0.04252689311022889,0.5041765237043229,0.06583117308727811,5351.0,0.0,10,18
2007-10-19,0.1594486199766139,0.1590704950078959,0.1593672368309925,0.0,0.008003633503919638,0.5777150916784202,0.04194799617314154,0.5007433850550141,0.05718453338238721,5215.299805,0.0,10,19
2007-10-22,0.1504955182987733,0.1509370832746663,0.157641545404448,0.0,0.01255781199902573,0.5661495063469679,0.04077320987832628,0.4989103524004144,0.1170095824734765,5184.0,0.0,10,22
2007-10-23,0.1495041904245155,0.1646070985178383,0.1635681828134414,0.0,0.007214545299425223,0.5509167842031031,0.04040873858607646,0.4901922509490653,0.09545325876428866,5473.700195,0.0,10,23
2007-10-24,0.1661094735233344,0.1696759393570407,0.1771359230933216,0.0,0.006312705635955984,0.5543018335684062,0.04090400093289195,0.4955831780154313,0.1106877931735927,5496.149902,0.0,10,24
2007-10-25,0.1673280096166996,0.171266349050219,0.179927221675015,0.0,0.008522152608540834,0.5517630465444292,0.04296468801118095,0.5066692825771869,0.1044642307008841,5568.950195,0.0,10,25
2007-10-26,0.1710319665472977,0.1775570316276914,0.1823913050295274,0.0,0.003156352817977992,0.5478138222849085,0.04618801354415275,0.5092922565279041,0.1206546907328346,5702.299805,0.0,10,26
2007-10-29,0.1792493807287005,0.1892142499240426,0.1933299613743228,0.0,0.002705432986243372,0.5390691114245418,0.04748259387003825,0.5142910131550484,0.1029435008219799,5905.899902,0.0,10,29
2007-10-30,0.1911025700371905,0.19224761997066,0.2003222058825271,0.0,0.004847280685941646,0.5464033850493657,0.04670048525081147,0.5052643530879635,0.1124723960291359,5868.75,0.0,10,30
2007-10-31,0.188338818404396,0.190901030463984,0.2018549004527437,0.0,0.001781060231812126,0.5447108603667139,0.0480413950115598,0.5170663064618417,0.1578942668572862,5900.649902,0.0,10,31
2007-11-01,0.1903214464869354,0.1942859423011843,0.2005068175273648,0.0,0.00362980574067473,0.5495063469675598,0.0,0.3861898782435899,0.1308832288408252,5866.450195,0.0,11,1
2007-11-05,0.191917784489201,0.1906912349372617,0.1995223040746279,0.0,0.00362980574067473,0.5540197461212977,0.01571270663408939,0.418529369787444,0.0751899572891896,5847.299805,0.0,11,5
2007-11-06,0.1871003936556436,0.1911816991226367,0.1961856104212946,0.0,0.002705432986243372,0.5622002820874472,0.01112757245906973,0.4294153593010207,0.08310748604509326,5786.5,0.0,11,6
2007-11-07,0.1834248411609731,0.1857471418664653,0.1953101595930645,0.0,0.0007665551135322968,0.5622002820874472,0.0123552183877107,0.4492203132358406,0.07099299285533778,5782.350098,0.0,11,7
2007-11-12,0.1765055178649111,0.1743649168784572,0.1803859238226547,0.0,0.003990507204396754,0.5622002820874472,0.05381490100222133,0.5038843282217241,0.09444018298764932,5617.100098,0.0,11,12
2007-11-13,0.1737644843158342,0.1799355450481797,0.1867684500916633,0.0,0.005816719622297239,0.553173483779972,0.05042374839337516,0.5080110560783467,0.2028968877276295,5695.399902,0.0,11,13
2007-11-14,0.1789681928956415,0.1907848095838269,0.1928349050371602,0.0,0.003719938104523202,0.5557122708039495,0.05417993385158587,0.5163481187105636,0.1036860063383093,5937.899902,0.0,11,14
2007-11-15,0.1925313381773432,0.1917345095516931,0.20377637466958,0.0,0.002682899895281254,0.5582510578279269,0.04661417778309054,0.5139757177259012,0.0795619440696446,5912.100098,0.0,11,15
2007-11-16,0.1908526160115805,0.1906628856844896,0.1993992296074442,0.0,0.001803593322774244,0.5574047954866008,0.04634949033707919,0.518827345548781,0.09086829836309457,5906.850098,0.0,11,16
2007-11-19,0.1905628846751961,0.192576460246608,0.2036728840248768,0.0,0.001352673491039846,0.5582510578279269,0.04384478825541008,0.5172634954401708,0.08559262477262722,5907.649902,0.0,11,19
2007-11-20,0.1907446845064622,0.1892822991869043,0.1959534460878193,0.0,0.001375206582001853,0.5557122708039495,0.04748554604872179,0.5276952898646937,0.1062711578353308,5780.899902,0.0,11,20
2007-11-21,0.1832203233027984,0.1817045218084982,0.183370219260676,0.0,0.003607272649712612,0.561071932299013,0.04999443071400531,0.5261761986690595,0.1062711578353308,5561.049805,0.0,11,21
2007-11-23,0.1687624364998953,0.1731175497564837,0.1824696126860996,0.0,0.01138540323568282,0.5571227080394927,0.05907675891111777,0.5315799523842809,0.01498807437020977,5608.600098,0.0,11,23
2007-11-27,0.1804054491503586,0.1790680413006905,0.1903484792798639,0.0,0.01400070385807806,0.5571227080394927,0.05692077674024557,0.5207468661746659,0.09732537279313341,5698.149902,0.0,11,27
2007-11-28,0.1787182112040555,0.1794309338485909,0.1869866026383996,0.0,0.01208435907632899,0.5585331452750355,0.05273832665713893,0.5082897206831166,0.1362941875614476,5617.549805,0.0,11,28
2007-11-29,0.1740740766416298,0.1780162950790533,0.1879151781910088,0.0,0.01077675176721349,0.5585331452750355,0.05111282849622262,0.50908899795092,0.1611781682839863,5634.600098,0.0,11,29
2007-11-30,0.1749887068182183,0.1812792830169163,0.1890646922243182,0.0,0.008116384962894352,0.5559943582510576,0.04691278493050302,0.5011190212679544,0.1114615526803869,5762.75,0.0,11,30
2007-12-03,0.1824619455022369,0.1867365141755503,0.1958863369303617,0.0,0.00899560553123735,0.5472496473906914,0.01078051363452742,0.4089636514100388,0.09268460169468067,5865.0,0.0,12,3
2007-12-04,0.1884126867305437,0.1877826126590503,0.2006802033753654,0.0,0.00579418653133501,0.5461212976022567,0.01737333028949789,0.4235734217676131,0.09857910429635212,5858.350098,0.0,12,4
2007-12-06,0.1924375811958083,0.1951420676224853,0.2051272708825833,0.0,0.006695940190640237,0.5390691114245418,0.01035274584840337,0.4284143331841336,0.06214275572684727,5954.700195,0.0,12,6
2007-12-07,0.1937186404632594,0.1959953967435884,0.2037288219809425,0.0,0.005974537263196078,0.5320169252468265,0.01513665749318613,0.4503511701701809,0.09017356680361868,5974.299805,0.0,12,7
2007-12-10,0.194309448344899,0.1944758601823404,0.2053258670164375,0.0,0.005613835799474054,0.5306064880112833,0.03725112463307681,0.4848349401044654,0.07029022455545664,5960.600098,0.0,12,10
2007-12-11,0.1935368405751843,0.1999132689764511,0.2073983573248299,0.0,0.004463960127093491,0.5306064880112833,0.05241877508400219,0.5182274585984414,0.119890753908758,6097.25,0.0,12,11
2007-12-12,0.1995955133654185,0.2035674710461158,0.2099183786354079,0.0,0.004486493218055609,0.5275035260930891,0.05450515997113103,0.5175251242815916,0.1381975555807572,6159.299805,0.0,12,12
2007-12-13,0.2048333129037901,0.2041202814751722,0.2118733938100806,0.0,0.004824661590815738,0.5300423131170666,0.05066911158260826,0.5110300247374353,0.1299621290932682,6058.100098,0.0,12,13
2007-12-14,0.1989791580285397,0.1980620406580141,0.210455361197835,0.0,0.003269104276952595,0.5280677009873058,0.04875172422668614,0.5075101593760271,0.08281860987608239,6047.700195,0.0,12,14
2007-12-17,0.1979423940436557,0.1958735004564233,0.1951032055454428,0.0,0.006267639454031748,0.5235543018335684,0.04988351868666141,0.5064845320219046,0.05064664506271782,5777.0,0.0,12,17
